Sales per customer,Category Name,Customer Country,Customer Id,Department Name,Market,Order Country,Order Item Product Price,Sales,Order Profit Per Order,Order Region,Product Name,Product Price
90.15000153,Boxing & MMA,Puerto Rico,3182,Footwear,USCA,Estados Unidos,54.97000122,109.9400024,25.23999977,West of USA,Under Armour Women's Micro G Skulpt Running S,54.97000122
117.5800018,Cleats,Puerto Rico,7864,Apparel,USCA,Estados Unidos,59.99000168,119.9800034,30.5699997,West of USA,Perfect Fitness Perfect Rip Deck,59.99000168
95.98000336,Cleats,Puerto Rico,11169,Apparel,USCA,Estados Unidos,59.99000168,119.9800034,46.0699997,US Center,Perfect Fitness Perfect Rip Deck,59.99000168
263.9700012,Cardio Equipment,Puerto Rico,5197,Footwear,Africa,Nigeria,99.98999786,299.9700012,-184.7799988,West Africa,Nike Men's Free 5.0+ Running Shoe,99.98999786
113.9700012,Shop By Sport,Puerto Rico,1535,Golf,Africa,República Democrática del Congo,39.99000168,119.9700012,38.75,Central Africa,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
63.99000168,Trade-In,Puerto Rico,6122,Outdoors,Africa,Senegal,21.98999977,65.97000122,-3.650000095,West Africa,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977
79.66000366,Electronics,Puerto Rico,9451,Outdoors,Africa,Marruecos,31.98999977,95.97000122,38.22999954,North Africa,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977
293.9700012,Cardio Equipment,Puerto Rico,542,Footwear,Europe,Alemania,99.98999786,299.9700012,129.3500061,Western Europe,Nike Men's Free 5.0+ Running Shoe,99.98999786
269.9700012,Cardio Equipment,Puerto Rico,11329,Footwear,Europe,Francia,99.98999786,299.9700012,132.2899933,Western Europe,Nike Men's Free 5.0+ Running Shoe,99.98999786
224.9799957,Cardio Equipment,Puerto Rico,3570,Footwear,Europe,Francia,99.98999786,299.9700012,76.04000092,Western Europe,Nike Men's Free 5.0+ Running Shoe,99.98999786
176.3699951,Cleats,Puerto Rico,650,Apparel,Europe,Países Bajos,59.99000168,179.9700012,81.12999725,Western Europe,Perfect Fitness Perfect Rip Deck,59.99000168
167.3699951,Cleats,Puerto Rico,9353,Apparel,Europe,Reino Unido,59.99000168,179.9700012,43.52000046,Northern Europe,Perfect Fitness Perfect Rip Deck,59.99000168
163.7700043,Cleats,Puerto Rico,54,Apparel,Europe,Reino Unido,59.99000168,179.9700012,68.77999878,Northern Europe,Perfect Fitness Perfect Rip Deck,59.99000168
161.9700012,Cleats,Puerto Rico,12151,Apparel,Europe,Francia,59.99000168,179.9700012,40.49000168,Western Europe,Perfect Fitness Perfect Rip Deck,59.99000168
139.5,Women's Apparel,Puerto Rico,11329,Golf,Europe,Francia,50,150,20.93000031,Western Europe,Nike Men's Dri-FIT Victory Golf Polo,50
107.9700012,Shop By Sport,Puerto Rico,10018,Golf,Europe,Reino Unido,39.99000168,119.9700012,12.19999981,Northern Europe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
112.5,Women's Apparel,Puerto Rico,3182,Golf,Europe,Alemania,50,150,12.71000004,Western Europe,Nike Men's Dri-FIT Victory Golf Polo,50
55.40999985,Trade-In,Puerto Rico,4936,Outdoors,Europe,Francia,21.98999977,65.97000122,7.760000229,Western Europe,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977
299.9700012,Cardio Equipment,Puerto Rico,8707,Footwear,LATAM,Guatemala,99.98999786,299.9700012,101.3899994,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
178.1699982,Cleats,Puerto Rico,1025,Apparel,LATAM,El Salvador,59.99000168,179.9700012,-285.0700073,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
170.9700012,Cleats,Puerto Rico,8831,Apparel,LATAM,Panamá,59.99000168,179.9700012,42.74000168,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
170.0700073,Cleats,Puerto Rico,10679,Apparel,LATAM,República Dominicana,59.99000168,179.9700012,49.3199997,Caribbean,Perfect Fitness Perfect Rip Deck,59.99000168
167.3699951,Cleats,Puerto Rico,5007,Apparel,LATAM,Venezuela,59.99000168,179.9700012,80.33999634,South America,Perfect Fitness Perfect Rip Deck,59.99000168
163.7700043,Cleats,Puerto Rico,5007,Apparel,LATAM,Venezuela,59.99000168,179.9700012,-26.69000053,South America,Perfect Fitness Perfect Rip Deck,59.99000168
152.9700012,Cleats,Puerto Rico,9854,Apparel,LATAM,República Dominicana,59.99000168,179.9700012,-117.3300018,Caribbean,Perfect Fitness Perfect Rip Deck,59.99000168
152.9700012,Cleats,Puerto Rico,376,Apparel,LATAM,Colombia,59.99000168,179.9700012,47.88000107,South America,Perfect Fitness Perfect Rip Deck,59.99000168
150,Women's Apparel,Puerto Rico,5417,Golf,LATAM,El Salvador,50,150,72,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
115.1699982,Shop By Sport,Puerto Rico,10759,Golf,LATAM,Honduras,39.99000168,119.9700012,29.94000053,Central America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
144,Women's Apparel,Puerto Rico,8541,Golf,LATAM,Brasil,50,150,23.46999931,South America,Nike Men's Dri-FIT Victory Golf Polo,50
142.5,Women's Apparel,Puerto Rico,10679,Golf,LATAM,República Dominicana,50,150,68.40000153,Caribbean,Nike Men's Dri-FIT Victory Golf Polo,50
139.5,Women's Apparel,Puerto Rico,3752,Golf,LATAM,México,50,150,43.65999985,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
132,Women's Apparel,Puerto Rico,4673,Golf,LATAM,México,50,150,13.19999981,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
132,Women's Apparel,Puerto Rico,5367,Golf,LATAM,México,50,150,46.20000076,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
130.5,Women's Apparel,Puerto Rico,5367,Golf,LATAM,México,50,150,10.43999958,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
124.5,Women's Apparel,Puerto Rico,10485,Golf,LATAM,México,50,150,15.56000042,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
99.58000183,Shop By Sport,Puerto Rico,9272,Golf,LATAM,Brasil,39.99000168,119.9700012,32.86000061,South America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
240,Women's Apparel,Puerto Rico,647,Golf,LATAM,Uruguay,50,250,9.600000381,South America,Nike Men's Dri-FIT Victory Golf Polo,50
189.9499969,Shop By Sport,Puerto Rico,6398,Golf,LATAM,Argentina,39.99000168,199.9499969,55.09000015,South America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
188.9499969,Shop By Sport,Puerto Rico,4209,Golf,LATAM,Brasil,39.99000168,199.9499969,68.58999634,South America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
236.25,Women's Apparel,Puerto Rico,8917,Golf,LATAM,Brasil,50,250,51.97999954,South America,Nike Men's Dri-FIT Victory Golf Polo,50
236.25,Women's Apparel,Puerto Rico,7784,Golf,LATAM,Brasil,50,250,-23.62999916,South America,Nike Men's Dri-FIT Victory Golf Polo,50
136.5,Shop By Sport,Puerto Rico,1425,Golf,LATAM,Cuba,30,150,66.88999939,Caribbean,Columbia Men's PFG Anchor Tough T-Shirt,30
181.9499969,Shop By Sport,Puerto Rico,2737,Golf,LATAM,Cuba,39.99000168,199.9499969,11.46000004,Caribbean,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
225,Women's Apparel,Puerto Rico,6428,Golf,LATAM,República Dominicana,50,250,22.5,Caribbean,Nike Men's Dri-FIT Victory Golf Polo,50
225,Women's Apparel,Puerto Rico,6543,Golf,LATAM,México,50,250,67.5,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
173.9600067,Shop By Sport,Puerto Rico,3990,Golf,LATAM,Panamá,39.99000168,199.9499969,78.27999878,Central America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
217.5,Women's Apparel,Puerto Rico,8524,Golf,LATAM,México,50,250,104.4000015,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
217.5,Women's Apparel,Puerto Rico,9204,Golf,LATAM,Brasil,50,250,47.84999847,South America,Nike Men's Dri-FIT Victory Golf Polo,50
169.9600067,Shop By Sport,Puerto Rico,11761,Golf,LATAM,Panamá,39.99000168,199.9499969,44.18999863,Central America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
212.5,Women's Apparel,Puerto Rico,9554,Golf,LATAM,Brasil,50,250,8.5,South America,Nike Men's Dri-FIT Victory Golf Polo,50
167.9600067,Shop By Sport,Puerto Rico,5118,Golf,LATAM,Cuba,39.99000168,199.9499969,83.98000336,Caribbean,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
207.5,Women's Apparel,Puerto Rico,5506,Golf,LATAM,Honduras,50,250,70.13999939,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
207.5,Women's Apparel,Puerto Rico,1423,Golf,LATAM,Perú,50,250,72.62999725,South America,Nike Men's Dri-FIT Victory Golf Polo,50
200,Women's Apparel,Puerto Rico,138,Golf,LATAM,Cuba,50,250,-140,Caribbean,Nike Men's Dri-FIT Victory Golf Polo,50
200,Women's Apparel,Puerto Rico,6360,Golf,LATAM,México,50,250,-32.59999847,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
149.9600067,Shop By Sport,Puerto Rico,2053,Golf,LATAM,Nicaragua,39.99000168,199.9499969,68.98000336,Central America,Under Armour Girls' Toddler Spine Surge Runni,39.99000168
187.5,Women's Apparel,Puerto Rico,10344,Golf,LATAM,México,50,250,-11.81000042,Central America,Nike Men's Dri-FIT Victory Golf Polo,50
187.5,Women's Apparel,Puerto Rico,6398,Golf,LATAM,Argentina,50,250,52.5,South America,Nike Men's Dri-FIT Victory Golf Polo,50
187.5,Women's Apparel,Puerto Rico,3375,Golf,LATAM,Brasil,50,250,91.87999725,South America,Nike Men's Dri-FIT Victory Golf Polo,50
237.5500031,Electronics,Puerto Rico,1339,Outdoors,LATAM,El Salvador,47.99000168,239.9499969,29.69000053,Central America,Titleist Pro V1x Golf Balls,47.99000168
153.5500031,Electronics,Puerto Rico,6543,Outdoors,LATAM,México,31.98999977,159.9499969,73.69999695,Central America,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977
395.9599915,Kids' Golf Clubs,Puerto Rico,3990,Outdoors,LATAM,Guatemala,89.98999786,449.9500122,-79.19000244,Central America,Polar FT4 Heart Rate Monitor,89.98999786
124.4599991,Hunting & Shooting,Puerto Rico,7247,Fan Shop,LATAM,Cuba,29.98999977,149.9499969,34.84999847,Caribbean,ENO Atlas Hammock Straps,29.98999977
284.9500122,Baseball & Softball,Puerto Rico,1273,Fitness,LATAM,Argentina,59.99000168,299.9500122,74.08999634,South America,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168
499.9500122,Cardio Equipment,Puerto Rico,6277,Footwear,LATAM,Guatemala,99.98999786,499.9500122,149.9900055,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
494.9500122,Cardio Equipment,Puerto Rico,7701,Footwear,LATAM,Guatemala,99.98999786,499.9500122,-18.80999947,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
484.9500122,Cardio Equipment,Puerto Rico,4126,Footwear,LATAM,Ecuador,99.98999786,499.9500122,140.6399994,South America,Nike Men's Free 5.0+ Running Shoe,99.98999786
479.9500122,Cardio Equipment,Puerto Rico,9528,Footwear,LATAM,Nicaragua,99.98999786,499.9500122,36,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
479.9500122,Cardio Equipment,Puerto Rico,1853,Footwear,LATAM,Venezuela,99.98999786,499.9500122,179.9799957,South America,Nike Men's Free 5.0+ Running Shoe,99.98999786
474.9500122,Cardio Equipment,Puerto Rico,11149,Footwear,LATAM,Panamá,99.98999786,499.9500122,-783.6699829,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
474.9500122,Cardio Equipment,Puerto Rico,5828,Footwear,LATAM,Panamá,99.98999786,499.9500122,199.4799957,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
449.9599915,Cardio Equipment,Puerto Rico,6887,Footwear,LATAM,Guatemala,99.98999786,499.9500122,-269.9700012,Central America,Nike Men's Free 5.0+ Running Shoe,99.98999786
449.9599915,Cardio Equipment,Puerto Rico,4781,Footwear,LATAM,Brasil,99.98999786,499.9500122,-22.5,South America,Nike Men's Free 5.0+ Running Shoe,99.98999786
337.4599915,Boxing & MMA,Puerto Rico,10668,Footwear,LATAM,Brasil,89.98999786,449.9500122,59.06000137,South America,Brooks Women's Ghost 6 Running Shoe,89.98999786
299.9500122,Cleats,Puerto Rico,5421,Apparel,LATAM,Nicaragua,59.99000168,299.9500122,140.9799957,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
296.9500122,Cleats,Puerto Rico,10200,Apparel,LATAM,México,59.99000168,299.9500122,81.66000366,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
296.9500122,Cleats,Puerto Rico,11254,Apparel,LATAM,El Salvador,59.99000168,299.9500122,18.40999985,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
293.9500122,Cleats,Puerto Rico,11106,Apparel,LATAM,Argentina,59.99000168,299.9500122,33.22000122,South America,Perfect Fitness Perfect Rip Deck,59.99000168
290.9500122,Cleats,Puerto Rico,8456,Apparel,LATAM,El Salvador,59.99000168,299.9500122,25.30999947,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
287.9500122,Cleats,Puerto Rico,6149,Apparel,LATAM,Honduras,59.99000168,299.9500122,-239.8600006,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
283.4500122,Cleats,Puerto Rico,1473,Apparel,LATAM,México,59.99000168,299.9500122,-155.8999939,Central America,Perfect Fitness Perfect Rip Deck,59.99000168
86.98999786,Cardio Equipment,Puerto Rico,1840,Footwear,Africa,Angola,99.98999786,99.98999786,40.02000046,Central Africa,Nike Men's Free 5.0+ Running Shoe,99.98999786
127.3899994,Men's Footwear,Puerto Rico,6757,Apparel,Africa,Sudán,129.9900055,129.9900055,44.59000015,North Africa,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055
118.2900009,Men's Footwear,Puerto Rico,3972,Apparel,Africa,Somalia,129.9900055,129.9900055,57.95999908,East Africa,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055
116.9899979,Men's Footwear,Puerto Rico,9316,Apparel,Africa,Marruecos,129.9900055,129.9900055,30.42000008,North Africa,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055
49.18999863,Cleats,Puerto Rico,6757,Apparel,Africa,Sudán,59.99000168,59.99000168,24.60000038,North Africa,Perfect Fitness Perfect Rip Deck,59.99000168
103.9899979,Men's Footwear,Puerto Rico,11213,Apparel,Africa,Costa de Marfil,129.9900055,129.9900055,48.88000107,West Africa,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055
296.980011,Camping & Hiking,Puerto Rico,3474,Fan Shop,Africa,Egipto,299.980011,299.980011,0,North Africa,Diamondback Women's Serene Classic Comfort Bi,299.980011
293.980011,Camping & Hiking,Puerto Rico,9316,Fan Shop,Africa,Marruecos,299.980011,299.980011,95.54000092,North Africa,Diamondback Women's Serene Classic Comfort Bi,299.980011
252.8800049,Consumer Electronics,Puerto Rico,14630,Technology,Europe,Italia,252.8800049,252.8800049,-50.58000183,Southern Europe,Industrial consumer electronics,252.8800049
447.519989,Cameras,Puerto Rico,13256,Technology,Europe,Alemania,452.0400085,452.0400085,120.8300018,Western Europe,Web Camera,452.0400085
250.3500061,Consumer Electronics,Puerto Rico,14665,Technology,Europe,Francia,252.8800049,252.8800049,25.04000092,Western Europe,Industrial consumer electronics,252.8800049
443,Cameras,Puerto Rico,13363,Technology,Europe,Alemania,452.0400085,452.0400085,212.6399994,Western Europe,Web Camera,452.0400085
245.2899933,Consumer Electronics,Puerto Rico,14645,Technology,Europe,Alemania,252.8800049,252.8800049,68.68000031,Western Europe,Industrial consumer electronics,252.8800049
433.9599915,Cameras,Puerto Rico,13163,Technology,Europe,Italia,452.0400085,452.0400085,135.8300018,Southern Europe,Web Camera,452.0400085
240.2400055,Consumer Electronics,Puerto Rico,14553,Technology,Europe,Alemania,252.8800049,252.8800049,78.08000183,Western Europe,Industrial consumer electronics,252.8800049
1417.5,Computers,Puerto Rico,14287,Technology,Europe,Reino Unido,1500,1500,595.3499756,Northern Europe,Dell Laptop,1500
427.1799927,Cameras,Puerto Rico,13179,Technology,Europe,Francia,452.0400085,452.0400085,21.36000061,Western Europe,Web Camera,452.0400085
427.1799927,Cameras,Puerto Rico,13035,Technology,Europe,Alemania,452.0400085,452.0400085,213.5899963,Western Europe,Web Camera,452.0400085
1395,Computers,Puerto Rico,14322,Technology,Europe,Reino Unido,1500,1500,55.79999924,Northern Europe,Dell Laptop,1500
420.3999939,Cameras,Puerto Rico,13196,Technology,Europe,Italia,452.0400085,452.0400085,126.1200027,Southern Europe,Web Camera,452.0400085
230.1199951,Consumer Electronics,Puerto Rico,14604,Technology,Europe,Reino Unido,252.8800049,252.8800049,6.900000095,Northern Europe,Industrial consumer electronics,252.8800049
411.3599854,Cameras,Puerto Rico,12961,Technology,Europe,Italia,452.0400085,452.0400085,-277.6700134,Southern Europe,Web Camera,452.0400085
230.1199951,Consumer Electronics,Puerto Rico,14676,Technology,Europe,España,252.8800049,252.8800049,105.8600006,Southern Europe,Industrial consumer electronics,252.8800049
1365,Computers,Puerto Rico,14087,Technology,Europe,Francia,1500,1500,86,Western Europe,Dell Laptop,1500
406.8399963,Cameras,Puerto Rico,13194,Technology,Europe,España,452.0400085,452.0400085,195.2799988,Southern Europe,Web Camera,452.0400085
227.5899963,Consumer Electronics,Puerto Rico,14513,Technology,Europe,Francia,252.8800049,252.8800049,22.76000023,Western Europe,Industrial consumer electronics,252.8800049
384.230011,Cameras,Puerto Rico,13461,Technology,Europe,Reino Unido,452.0400085,452.0400085,180.5899963,Northern Europe,Web Camera,452.0400085
214.9499969,Consumer Electronics,Puerto Rico,14510,Technology,Europe,Francia,252.8800049,252.8800049,101.0299988,Western Europe,Industrial consumer electronics,252.8800049
379.7099915,Cameras,Puerto Rico,13190,Technology,Europe,Francia,452.0400085,452.0400085,118.8499985,Western Europe,Web Camera,452.0400085
209.8899994,Consumer Electronics,Puerto Rico,14508,Technology,Europe,Reino Unido,252.8800049,252.8800049,60.86999893,Northern Europe,Industrial consumer electronics,252.8800049
209.8899994,Consumer Electronics,Puerto Rico,14472,Technology,Europe,Italia,252.8800049,252.8800049,73.45999908,Southern Europe,Industrial consumer electronics,252.8800049
209.8899994,Consumer Electronics,Puerto Rico,14562,Technology,Europe,Alemania,252.8800049,252.8800049,39.88000107,Western Europe,Industrial consumer electronics,252.8800049
370.6700134,Cameras,Puerto Rico,13206,Technology,Europe,Reino Unido,452.0400085,452.0400085,177.9199982,Northern Europe,Web Camera,452.0400085
370.6700134,Cameras,Puerto Rico,13080,Technology,Europe,Italia,452.0400085,452.0400085,129.7400055,Southern Europe,Web Camera,452.0400085
207.3600006,Consumer Electronics,Puerto Rico,14633,Technology,Europe,Alemania,252.8800049,252.8800049,62.20999908,Western Europe,Industrial consumer electronics,252.8800049
1200,Computers,Puerto Rico,14097,Technology,Europe,Reino Unido,1500,1500,90,Northern Europe,Dell Laptop,1500
339.0299988,Cameras,Puerto Rico,13024,Technology,Europe,Reino Unido,452.0400085,452.0400085,118.6600037,Northern Europe,Web Camera,452.0400085
989.9899902,Basketball,Puerto Rico,778,Fitness,Europe,Francia,999.9899902,999.9899902,415.7999878,Western Europe,SOLE E25 Elliptical,999.9899902
